Fighter_Name,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Height_in,Reach_in,Weight_lbs,Ape_Index,Weight_Class
Nasrudin Nasrudinov,Orthodox,1991-10-06,9,1,0,1.03,0.87,0.29,0.75,2.2,0.5,0.4,0.0,72,71.0,205.0,-1.0,Light Heavyweight
Rafael Natal,Orthodox,1982-12-25,21,9,1,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,72,77.0,185.0,5.0,Middleweight
Kevin Natividad,Orthodox,1993-04-02,9,4,0,2.68,0.34,4.29,0.47,3.66,0.5,0.83,0.0,66,70.0,135.0,4.0,Bantamweight
Ismail Naurdiev,Orthodox,1996-08-18,25,8,0,3.66,0.52,1.75,0.64,1.48,0.4,0.73,0.2,70,74.0,185.0,4.0,Middleweight
Tafon Nchukwi,Orthodox,1994-10-14,6,4,0,5.57,0.52,4.11,0.54,0.76,0.57,0.64,0.0,72,77.0,185.0,5.0,Middleweight
Dustin Neace,Orthodox,1986-09-12,25,21,1,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7,69,69.0,145.0,0.0,Featherweight
Geoff Neal,Southpaw,1990-08-28,16,8,0,5.02,0.5,5.5,0.57,0.54,0.45,0.87,0.1,71,75.0,170.0,4.0,Welterweight
Stanislav Nedkov,Orthodox,1981-12-09,12,2,0,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,71,71.0,205.0,0.0,Light Heavyweight
Josh Neer,Orthodox,1983-03-24,36,16,1,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,71,72.0,170.0,1.0,Welterweight
Nicolae Negumereanu,Orthodox,1994-09-04,13,2,0,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,72,78.0,205.0,6.0,Light Heavyweight
Shane Nelson,Southpaw,1984-11-29,16,7,0,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,69,70.0,155.0,1.0,Lightweight
Roy Nelson,Orthodox,1976-06-20,22,14,0,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,72,73.0,263.0,1.0,Heavyweight
Gunnar Nelson,Switch,1988-07-28,19,6,1,1.77,0.61,3.06,0.48,2.0,0.52,0.68,1.0,71,72.0,170.0,1.0,Welterweight
Kyle Nelson,Switch,1991-04-20,17,6,1,3.6,0.45,4.48,0.53,1.18,0.23,0.66,0.5,71,71.0,155.0,0.0,Lightweight
Antonio Braga Neto,Orthodox,1987-10-29,9,3,0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,75,77.0,185.0,2.0,Middleweight
Eduardo Neves,Orthodox,2000-03-16,7,2,0,7.69,0.65,6.15,0.55,5.77,0.66,0.0,0.0,74,78.0,263.0,4.0,Heavyweight
Journey Newson,Orthodox,1989-03-07,10,5,0,2.64,0.32,2.57,0.64,0.56,0.16,0.43,0.3,65,67.0,135.0,2.0,Bantamweight
Francis Ngannou,Orthodox,1986-09-05,17,3,0,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3,76,83.0,250.0,7.0,Heavyweight
Nghiem Van Y,Orthodox,1999-05-15,6,2,0,3.84,0.54,1.83,0.71,0.0,0.0,0.9,0.0,67,68.0,135.0,1.0,Bantamweight
Ben Nguyen,Switch,1988-08-03,16,8,0,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,65,65.0,125.0,0.0,Flyweight
Steven Nguyen,Switch,1993-05-19,10,2,0,7.47,0.42,7.1,0.6,0.24,1.0,0.88,0.0,71,73.0,145.0,2.0,Featherweight
Alex Nicholson,Orthodox,1990-05-02,7,4,0,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,76,77.0,185.0,1.0,Middleweight
Bo Nickal,Southpaw,1996-01-14,8,1,0,3.35,0.61,2.07,0.59,3.1,0.55,1.0,2.5,73,76.0,185.0,3.0,Middleweight
Matheus Nicolau,Orthodox,1993-01-06,19,6,1,3.31,0.51,2.98,0.65,1.22,0.43,0.9,0.8,66,66.0,125.0,0.0,Flyweight
Stewart Nicoll,Orthodox,1996-04-11,8,2,0,3.0,0.34,6.69,0.48,2.55,0.14,0.25,0.0,65,65.0,125.0,0.0,Flyweight
Tom Niinimaki,Orthodox,1982-07-25,22,8,1,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,69,69.0,145.0,0.0,Featherweight
Ramsey Nijem,Orthodox,1988-04-01,9,6,0,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,71,75.0,155.0,4.0,Lightweight
Guangyou Ning,Southpaw,1981-12-15,5,4,1,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,64,64.0,145.0,0.0,Featherweight
Anthony Njokuani,Orthodox,1980-03-01,16,12,0,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,73,75.0,155.0,2.0,Lightweight
Chidi Njokuani,Orthodox,1988-12-31,25,12,0,5.16,0.61,3.32,0.57,0.0,0.0,0.75,0.1,75,80.0,170.0,5.0,Welterweight
Antonio Rodrigo Nogueira,Orthodox,1976-06-02,34,10,1,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,75,77.0,240.0,2.0,Heavyweight
Rogerio Nogueira,Southpaw,1976-06-02,23,10,0,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,74,75.0,205.0,1.0,Light Heavyweight
Kyle Noke,Southpaw,1980-03-18,22,10,1,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,73,76.0,170.0,3.0,Welterweight
Tom Nolan,Southpaw,2000-03-08,10,1,0,5.87,0.45,4.73,0.48,0.74,0.22,0.71,1.9,75,73.0,155.0,-2.0,Lightweight
Eric Nolan,Orthodox,1997-09-13,8,4,0,3.14,0.39,5.13,0.41,0.0,0.0,0.71,0.0,74,74.0,185.0,0.0,Middleweight
KJ Noons,Orthodox,1982-12-07,13,9,0,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,70,70.0,155.0,0.0,Lightweight
Sage Northcutt,Orthodox,1996-03-01,11,2,0,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,72,71.0,170.0,-1.0,Welterweight
Shohei Nose,Switch,1997-10-19,12,5,2,1.52,0.37,2.17,0.52,2.23,0.17,0.14,3.6,66,68.0,135.0,2.0,Bantamweight
Phillipe Nover,Orthodox,1984-02-03,11,8,1,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,69,72.0,145.0,3.0,Featherweight
Shayilan Nuerdanbieke,Orthodox,1994-05-04,39,12,0,1.95,0.45,2.64,0.5,3.3,0.35,0.28,0.2,68,69.0,145.0,1.0,Featherweight
Azamat Nuftillaev,Orthodox,1994-01-01,13,2,1,0.6,0.56,1.6,0.25,4.0,0.44,0.0,0.0,72,77.0,234.0,5.0,Heavyweight
Diego Nunes,Orthodox,1982-11-30,19,7,0,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,66,67.0,145.0,1.0,Featherweight
Amanda Nunes,Orthodox,1988-05-30,23,5,0,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7,68,69.0,135.0,1.0,Bantamweight
Nina Nunes,Orthodox,1985-12-03,11,7,0,4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5,65,64.0,125.0,-1.0,Flyweight
Istela Nunes,Orthodox,1992-07-23,6,6,0,4.28,0.47,4.07,0.59,0.0,0.0,0.47,0.0,64,66.0,115.0,2.0,Flyweight
Josiane Nunes,Southpaw,1993-12-23,10,4,0,5.65,0.43,5.76,0.51,0.0,0.0,0.58,0.0,62,67.0,135.0,5.0,Bantamweight
Diyar Nurgozhay,Southpaw,1997-04-22,11,2,0,4.52,0.59,2.81,0.61,1.37,0.75,0.8,0.0,74,74.0,205.0,0.0,Light Heavyweight
Khabib Nurmagomedov,Orthodox,1988-09-20,29,0,0,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,70,70.0,155.0,0.0,Lightweight
Said Nurmagomedov,Orthodox,1992-04-05,18,5,0,3.08,0.48,2.05,0.55,0.86,0.15,0.63,1.1,68,70.0,135.0,2.0,Bantamweight
Abubakar Nurmagomedov,Orthodox,1989-11-13,17,4,1,2.78,0.53,2.61,0.65,1.25,0.22,0.88,0.0,71,72.0,170.0,1.0,Welterweight
Umar Nurmagomedov,Orthodox,1996-01-03,20,1,0,3.86,0.56,1.86,0.61,4.03,0.46,0.79,0.2,68,69.0,135.0,1.0,Bantamweight
Kennedy Nzechukwu,Southpaw,1992-06-13,14,6,1,4.96,0.46,4.58,0.51,0.5,0.45,0.8,0.2,77,83.0,236.0,6.0,Heavyweight
Jake O'Brien,Orthodox,1984-09-25,15,4,0,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,75,76.0,205.0,1.0,Light Heavyweight
Sean O'Connell,Orthodox,1983-09-02,17,9,0,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,73,74.0,205.0,1.0,Light Heavyweight
Sean O'Malley,Switch,1994-10-24,19,3,0,6.05,0.6,3.4,0.6,0.24,0.42,0.6,0.2,71,72.0,135.0,1.0,Bantamweight
Casey O'Neill,Orthodox,1997-10-07,10,2,0,7.89,0.52,5.65,0.57,1.45,0.34,0.7,0.7,66,69.0,125.0,3.0,Flyweight
Brendan O'Reilly,Orthodox,1987-06-24,6,3,0,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,67,69.0,170.0,2.0,Welterweight
Jose Ochoa,Southpaw,2000-12-31,8,2,0,3.01,0.37,2.33,0.6,0.43,0.5,0.59,1.3,67,67.0,125.0,0.0,Flyweight
Christian Ocon,Orthodox,1996-02-05,2,1,0,1.73,0.53,5.27,0.34,0.0,0.0,0.63,0.0,68,69.0,135.0,1.0,Bantamweight
Volkan Oezdemir,Orthodox,1989-09-19,21,8,0,4.99,0.48,4.19,0.55,0.5,0.29,0.8,0.1,74,75.0,205.0,1.0,Light Heavyweight
Kaan Ofli,Orthodox,1993-06-19,14,4,1,2.33,0.45,3.34,0.54,0.38,0.07,0.0,0.4,67,66.0,145.0,-1.0,Featherweight
Trey Ogden,Orthodox,1989-11-14,18,7,0,3.2,0.5,3.49,0.55,1.89,0.32,1.0,0.7,71,72.0,155.0,1.0,Lightweight
Andy Ogle,Orthodox,1989-02-16,9,6,0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,68,69.0,145.0,1.0,Featherweight
Yushin Okami,Southpaw,1981-07-21,34,12,0,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,74,75.0,170.0,1.0,Welterweight
JJ Okanovich,Orthodox,1990-11-04,7,1,0,6.93,0.55,5.27,0.5,0.0,0.0,1.0,0.0,71,76.0,155.0,5.0,Lightweight
Bolaji Oki,Orthodox,1995-11-15,10,3,0,6.59,0.44,5.15,0.61,1.01,0.6,0.66,0.0,70,73.0,155.0,3.0,Lightweight
Aleksei Oleinik,Orthodox,1977-06-20,60,17,1,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,74,80.0,240.0,6.0,Heavyweight
Michal Oleksiejczuk,Southpaw,1995-02-22,22,9,0,5.85,0.53,4.5,0.59,1.02,0.42,0.52,0.0,72,74.0,185.0,2.0,Middleweight
Cezary Oleksiejczuk,Southpaw,2000-01-06,17,3,0,1.99,0.86,0.77,0.47,5.77,0.85,1.0,0.0,75,75.0,185.0,0.0,Middleweight
Rafaello Oliveira,Orthodox,1982-01-26,17,8,0,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,68,71.0,155.0,3.0,Lightweight
Charles Oliveira,Orthodox,1989-10-17,37,11,0,3.23,0.55,3.05,0.48,2.29,0.39,0.54,2.6,70,74.0,155.0,4.0,Lightweight
Alex Oliveira,Orthodox,1988-02-21,22,12,1,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,71,76.0,170.0,5.0,Welterweight
Maria Oliveira,Orthodox,1996-12-12,13,7,0,5.03,0.38,5.76,0.44,0.95,0.44,0.47,0.0,66,69.0,115.0,3.0,Flyweight
Bruno Oliveira,Orthodox,1984-05-02,8,2,0,3.44,0.33,4.92,0.54,0.0,0.0,0.0,0.0,76,80.0,205.0,4.0,Light Heavyweight
Saimon Oliveira,Orthodox,1991-04-21,18,7,0,2.62,0.42,3.87,0.45,1.18,0.28,0.36,1.2,64,72.0,135.0,8.0,Bantamweight
Vinicius Oliveira,Switch,1995-11-30,23,4,0,4.73,0.43,2.7,0.57,1.45,0.46,0.7,0.2,69,70.0,135.0,1.0,Bantamweight
Ravena Oliveira,Orthodox,1997-02-20,7,3,1,1.4,0.29,2.8,0.5,1.08,0.66,0.5,0.0,65,65.0,115.0,0.0,Flyweight
Michael Oliveira,Orthodox,1998-01-21,9,0,0,8.4,0.51,3.36,0.66,0.0,0.0,1.0,0.0,73,78.0,170.0,5.0,Welterweight
Cameron Olson,Orthodox,1989-11-22,7,3,0,3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0,73,75.0,205.0,2.0,Light Heavyweight
Gadzhi Omargadzhiev,Switch,1993-02-24,13,2,0,1.8,0.39,2.2,0.39,1.35,0.3,0.6,0.5,73,71.0,170.0,-2.0,Welterweight
Daniel Omielanczuk,Southpaw,1982-08-31,19,8,1,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,72,74.0,247.0,2.0,Heavyweight
Michihiro Omigawa,Orthodox,1975-12-19,17,14,1,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5,66,68.0,145.0,2.0,Featherweight
David Onama,Orthodox,1994-06-07,14,3,0,5.07,0.5,4.89,0.51,1.05,0.3,0.52,0.5,71,74.0,145.0,3.0,Featherweight
Charlie Ontiveros,Switch,1991-07-04,11,9,0,1.89,0.41,5.86,0.31,0.0,0.0,0.3,0.0,74,74.0,155.0,0.0,Lightweight
Myktybek Orolbai,Orthodox,1998-02-10,15,2,1,3.24,0.48,3.31,0.5,5.48,0.45,0.4,0.6,70,74.0,170.0,4.0,Welterweight
Brian Ortega,Switch,1991-02-21,16,5,0,3.84,0.37,6.38,0.49,0.93,0.25,0.54,0.9,68,69.0,155.0,1.0,Lightweight
Tito Ortiz,Orthodox,1975-01-23,19,12,1,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,75,74.0,205.0,-1.0,Light Heavyweight
Dustin Ortiz,Orthodox,1988-12-25,19,8,0,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,65,65.0,125.0,0.0,Flyweight
Kenji Osawa,Orthodox,1976-11-04,20,11,2,2.34,0.35,2.14,0.63,0.91,0.58,0.68,0.7,67,66.0,135.0,-1.0,Bantamweight
Ode Osbourne,Southpaw,1992-01-09,13,10,0,2.94,0.4,3.24,0.49,0.94,0.29,0.66,0.4,67,73.0,125.0,6.0,Flyweight
Nick Osipczak,Orthodox,1984-12-30,6,3,0,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,74,76.0,170.0,2.0,Welterweight
Rachael Ostovich,Orthodox,1991-02-25,4,6,0,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8,63,62.0,125.0,-1.0,Flyweight
Quemuel Ottoni,Orthodox,1992-10-22,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,72.0,155.0,0.0,Lightweight
Zak Ottow,Orthodox,1986-12-22,17,7,0,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4,71,72.0,170.0,1.0,Welterweight
Sidney Outlaw,Orthodox,1992-04-11,8,4,0,0.13,0.33,0.8,0.71,3.0,0.75,0.0,3.0,68,74.0,170.0,6.0,Welterweight
Alistair Overeem,Orthodox,1980-05-17,47,19,0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,76,80.0,265.0,4.0,Heavyweight
Ren Ozaki,Orthodox,2001-12-15,6,1,2,1.2,0.35,1.07,0.55,0.0,0.0,0.36,0.0,67,68.0,135.0,1.0,Bantamweight
Alptekin Ozkilic,Orthodox,1986-03-27,9,5,0,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,65,65.0,125.0,0.0,Flyweight
Nick Pace,Orthodox,1987-04-17,8,3,0,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5,67,68.0,135.0,1.0,Bantamweight
Angel Pacheco,Orthodox,1992-01-13,7,4,0,7.58,0.36,10.56,0.41,0.33,0.5,0.16,0.0,68,70.0,135.0,2.0,Bantamweight
Teemu Packalen,Orthodox,1987-05-22,8,3,0,2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5,73,75.0,155.0,2.0,Lightweight
Fernando Padilla,Orthodox,1996-12-15,16,6,0,6.07,0.4,5.74,0.52,0.0,0.0,1.0,0.6,73,76.0,145.0,3.0,Featherweight
Chris Padilla,Orthodox,1995-09-14,17,6,0,4.78,0.54,3.87,0.55,1.18,0.3,0.75,0.4,69,74.0,155.0,5.0,Lightweight
Damacio Page,Orthodox,1982-09-30,19,10,0,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9,66,66.0,135.0,0.0,Bantamweight
Michael Page,Switch,1987-04-07,24,3,0,2.39,0.6,1.68,0.57,0.23,0.16,0.66,0.0,75,79.0,170.0,4.0,Welterweight
Dustin Pague,Orthodox,1987-08-05,12,11,0,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,69,74.0,135.0,5.0,Bantamweight
Raulian Paiva,Orthodox,1995-10-17,21,5,0,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2,68,69.0,135.0,1.0,Bantamweight
Dinis Paiva Jr.,Southpaw,1988-05-26,13,8,0,2.6,0.41,2.73,0.67,0.0,0.0,0.81,0.0,69,71.0,145.0,2.0,Featherweight
Fredson Paixao,Orthodox,1979-05-13,10,5,0,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,66,66.0,145.0,0.0,Featherweight
Luis Pajuelo,Orthodox,1994-12-18,8,2,0,6.03,0.57,8.2,0.52,0.0,0.0,0.66,0.0,70,69.0,145.0,-1.0,Featherweight
Bart Palaszewski,Orthodox,1983-05-30,36,17,0,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,69,70.0,145.0,1.0,Featherweight
Sasha Palatnikov,Switch,1989-03-15,6,4,0,6.69,0.53,5.44,0.52,0.72,1.0,0.7,0.0,73,72.0,170.0,-1.0,Welterweight
Soa Palelei,Orthodox,1977-07-12,22,5,0,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,76,81.0,265.0,5.0,Heavyweight
Rousimar Palhares,Orthodox,1980-02-26,19,8,0,1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1,68,71.0,170.0,3.0,Welterweight
Ruel Panales,Southpaw,1996-12-07,6,2,0,2.53,0.51,5.6,0.46,1.0,0.2,0.5,0.0,65,67.0,125.0,2.0,Flyweight
Yuri Panferov,Orthodox,1996-08-30,9,1,0,3.65,0.5,2.55,0.6,2.64,0.57,0.36,0.0,73,72.0,185.0,-1.0,Middleweight
Alexandre Pantoja,Orthodox,1990-04-16,30,6,0,4.38,0.5,3.88,0.49,2.79,0.47,0.69,1.0,65,67.0,125.0,2.0,Flyweight
Jared Papazian,Southpaw,1988-02-01,20,13,0,3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0,68,67.0,135.0,-1.0,Bantamweight
Kathryn Paprocki,Orthodox,1993-04-28,3,2,0,1.0,0.23,4.27,0.43,0.0,0.0,0.0,0.0,63,63.0,115.0,0.0,Flyweight
Josh Parisian,Orthodox,1989-06-28,15,8,0,4.55,0.48,4.88,0.41,0.98,0.33,0.46,0.2,76,79.0,265.0,3.0,Heavyweight
Karo Parisyan,Orthodox,1982-08-28,24,11,0,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,70,72.0,170.0,2.0,Welterweight
JunYong Park,Orthodox,1991-02-27,19,7,0,4.64,0.51,3.82,0.51,1.69,0.42,0.54,0.8,70,73.0,185.0,3.0,Middleweight
Harvey Park,Orthodox,1986-03-22,12,3,0,3.77,0.5,7.21,0.33,0.0,0.0,0.0,0.0,72,70.0,155.0,-2.0,Lightweight
HyunSung Park,Orthodox,1995-11-04,10,2,0,3.38,0.41,3.14,0.55,1.5,0.31,0.47,1.8,67,66.0,125.0,-1.0,Flyweight
JaeHyun Park,Orthodox,2001-12-10,8,4,0,1.75,0.67,1.36,0.45,2.31,0.85,0.22,0.4,68,73.0,155.0,5.0,Lightweight
EoJin Park,Orthodox,2001-12-26,9,2,1,3.78,0.4,3.92,0.47,0.0,0.0,0.0,0.0,72,71.0,145.0,-1.0,Featherweight
Norman Parke,Southpaw,1986-12-22,23,6,1,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,71,70.0,155.0,-1.0,Lightweight
Mick Parkin,Orthodox,1995-10-02,10,1,0,4.7,0.5,4.13,0.58,1.38,0.46,0.5,0.2,76,79.0,265.0,3.0,Heavyweight
Preston Parsons,Orthodox,1995-07-15,11,6,0,3.54,0.51,3.25,0.54,3.46,0.36,0.71,2.3,71,71.0,170.0,0.0,Welterweight
Jonny Parsons,Orthodox,1991-09-06,9,3,0,4.65,0.44,4.89,0.6,0.0,0.0,0.66,0.0,69,69.0,170.0,0.0,Welterweight
Ramona Pascual,Southpaw,1988-09-23,6,5,0,3.87,0.57,8.43,0.46,1.81,0.19,1.0,0.0,67,66.0,135.0,-1.0,Bantamweight
Billy Pasulatan,Switch,1991-08-07,10,3,0,0.65,0.2,5.22,0.48,0.0,0.0,0.0,4.9,65,66.0,125.0,1.0,Flyweight
Guilherme Pat,Orthodox,1994-04-20,6,0,0,4.27,0.64,2.2,0.61,0.0,0.0,0.0,0.0,78,81.0,265.0,3.0,Heavyweight
Jhonoven Pati,Switch,1990-08-29,6,4,0,2.88,0.53,6.13,0.33,2.7,1.0,0.0,0.0,73,75.0,185.0,2.0,Middleweight
Windri Patilima,Southpaw,1993-07-19,8,1,0,0.31,0.5,7.64,0.31,0.0,0.0,0.0,0.0,66,71.0,155.0,5.0,Lightweight
Claude Patrick,Orthodox,1980-06-14,14,2,0,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,71,75.0,170.0,4.0,Welterweight
Alan Patrick,Southpaw,1983-07-19,15,4,0,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3,71,74.0,155.0,3.0,Lightweight
Sam Patterson,Orthodox,1996-04-30,14,2,1,3.89,0.43,3.93,0.49,1.39,1.0,0.33,2.8,75,78.0,170.0,3.0,Welterweight
Zac Pauga,Orthodox,1988-02-25,7,3,0,4.46,0.62,2.73,0.58,0.38,0.07,1.0,0.0,74,76.0,205.0,2.0,Light Heavyweight
Thomas Paull,Orthodox,1994-10-15,11,4,0,7.33,0.33,8.67,0.64,0.0,0.0,0.0,0.0,67,67.0,155.0,0.0,Lightweight
Sergei Pavlovich,Southpaw,1992-05-13,20,3,0,4.43,0.44,3.62,0.55,0.48,0.25,0.75,0.0,75,84.0,257.0,9.0,Heavyweight
Pawel Pawlak,Orthodox,1989-02-08,12,3,0,1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0,72,73.0,170.0,1.0,Welterweight
Jonathan Pearce,Switch,1992-05-01,14,7,0,5.12,0.54,3.32,0.54,5.02,0.5,0.55,0.8,72,71.0,145.0,-1.0,Featherweight
Ross Pearson,Orthodox,1984-09-26,20,16,0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,68,69.0,155.0,1.0,Lightweight
Carlo Pedersoli Jr.,Southpaw,1993-06-08,11,3,0,4.17,0.37,4.12,0.61,2.91,0.44,0.0,0.0,71,75.0,170.0,4.0,Welterweight
Tyson Pedro,Orthodox,1991-09-17,10,5,0,2.9,0.59,2.39,0.56,0.76,0.3,0.5,0.8,75,79.0,205.0,4.0,Light Heavyweight
Trevor Peek,Switch,1995-01-09,9,3,0,4.39,0.53,3.88,0.43,1.45,0.5,0.52,0.0,69,70.0,145.0,1.0,Featherweight
Kurt Pellegrino,Orthodox,1979-05-07,16,7,0,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,68,70.0,155.0,2.0,Lightweight
Julianna Pena,Orthodox,1989-08-19,13,6,0,3.1,0.44,2.56,0.57,1.7,0.54,0.24,0.8,66,69.0,135.0,3.0,Bantamweight
Luis Pena,Southpaw,1993-07-05,9,3,0,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2,75,75.0,155.0,0.0,Lightweight
Matej Penaz,Southpaw,1996-10-14,6,1,0,1.28,0.33,2.55,0.33,0.0,0.0,0.0,0.0,75,83.0,185.0,8.0,Middleweight
Cathal Pendred,Orthodox,1987-09-02,17,4,1,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,73,75.0,170.0,2.0,Welterweight
BJ Penn,Orthodox,1978-12-13,16,14,2,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,69,70.0,155.0,1.0,Lightweight
Jessica Penne,Orthodox,1983-01-30,14,9,0,2.63,0.33,5.05,0.45,1.29,0.18,0.36,0.5,65,67.0,115.0,2.0,Flyweight
Raquel Pennington,Orthodox,1988-09-05,16,10,0,4.1,0.49,3.32,0.61,0.83,0.27,0.62,0.6,67,67.0,135.0,0.0,Bantamweight
Tecia Pennington,Orthodox,1989-08-16,15,8,0,4.73,0.48,3.48,0.61,0.56,0.14,0.62,0.1,61,60.0,115.0,-1.0,Flyweight
Godofredo Pepey,Orthodox,1987-07-02,13,6,0,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,67,73.0,145.0,6.0,Featherweight
Robert Peralta,Orthodox,1986-03-14,18,8,0,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,68,71.0,145.0,3.0,Featherweight
Viviane Pereira,Orthodox,1993-08-28,13,2,0,2.7,0.3,4.48,0.58,0.25,1.0,0.28,0.2,61,63.0,115.0,2.0,Flyweight
Michel Pereira,Orthodox,1993-10-06,32,14,0,4.46,0.51,4.4,0.51,1.21,0.56,0.75,0.7,73,73.0,185.0,0.0,Middleweight
Alex Pereira,Orthodox,1987-07-07,13,3,0,5.16,0.62,3.5,0.53,0.11,0.5,0.79,0.2,76,79.0,205.0,3.0,Light Heavyweight
Alice Pereira,Orthodox,2005-12-20,6,1,0,2.47,0.31,3.0,0.72,0.0,0.0,1.0,0.0,68,71.0,135.0,3.0,Bantamweight
Erik Perez,Orthodox,1989-11-19,17,6,0,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,68,68.0,135.0,0.0,Bantamweight
Alejandro Perez,Orthodox,1989-09-02,23,9,1,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,66,67.0,135.0,1.0,Bantamweight
Frankie Perez,Orthodox,1989-05-11,10,4,0,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,71,73.0,155.0,2.0,Lightweight
Alex Perez,Orthodox,1992-03-21,26,10,0,4.41,0.46,3.2,0.59,2.21,0.48,0.75,0.7,66,65.0,125.0,-1.0,Flyweight
Markus Perez,Orthodox,1988-06-22,12,5,0,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,73,73.0,185.0,0.0,Middleweight
Ailin Perez,Switch,1994-10-05,13,2,0,2.88,0.56,1.58,0.56,4.9,0.49,0.72,0.2,65,66.0,135.0,1.0,Bantamweight
Cristian Perez,Orthodox,1999-08-17,13,2,0,1.31,0.44,3.23,0.41,3.46,0.37,1.0,1.1,69,72.0,155.0,3.0,Lightweight
Rafael Pergentino,Orthodox,2002-01-08,5,1,0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,73,76.0,205.0,3.0,Light Heavyweight
Brando Pericic,Orthodox,1994-08-03,5,1,0,15.13,0.59,1.57,0.66,0.0,0.0,1.0,0.0,77,79.0,245.0,2.0,Heavyweight
